river,treatment,transect,num,og.width.cm,date,measured.width.cm
PLPE,A,250,6,572,19/11/2020,792
PLPE,A,250,6,572,05/12/2020,792
PLPE,A,250,6,572,21/12/2020,792
PLPE,A,250,6,572,05/01/2021,792
PLPE,A,250,6,572,21/01/2021,792
PLPE,A,250,6,572,04/02/2021,792
PLPE,A,250,6,572,26/02/2021,792
PLPE,A,250,6,572,10/03/2021,792
PLPE,A,250,6,572,24/03/2021,792
PLPE,A,250,6,572,19/04/2021,792
PLPE,A,250,6,572,03/05/2021,792
PLPE,A,250,6,572,21/05/2021,792
PLPE,A,250,6,572,04/06/2021,792
PLPE,A,250,6,572,25/06/2021,792
PLPE,A,250,6,572,08/07/2021,792
PLPE,A,250,6,572,23/07/2021,792
PLPE,A,250,6,572,13/08/2021,792
PLPE,A,250,6,572,26/08/2021,792
PLPE,A,250,6,572,14/09/2021,792
PLPE,A,250,6,572,28/09/2021,792
PLPE,A,250,6,572,27/10/2021,792
PLPE,A,250,6,572,13/11/2021,792
PLPE,A,250,6,572,19/11/2021,792
PLPE,A,250,6,572,16/12/2021,792
PLPE,A,250,6,572,29/12/2021,792
PLPE,A,250,6,572,25/02/2022,792
PLPE,A,250,6,572,25/03/2022,792
PLPE,A,250,6,572,02/04/2022,792
PLPE,A,250,6,572,27/07/2022,792
PLPE,A,250,6,572,18/08/2022,792
PLPE,A,250,6,572,31/08/2022,792
PLPE,A,250,6,572,19/09/2022,792
PLPE,A,250,6,572,23/10/2022,792
PLPE,A,250,6,572,30/11/2022,792
PLPE,A,250,6,572,20/12/2022,792
PLPE,A,250,6,572,30/12/2022,792
PLPE,A,250,6,572,28/01/2023,792
PLPE,A,250,6,572,23/02/2023,792
PLPE,A,250,6,572,19/03/2023,792
PLPE,A,250,6,572,28/03/2023,792
PLPE,A,250,6,572,18/04/2023,792
PLPE,A,250,6,572,28/04/2023,792
PLPE,A,250,6,572,16/05/2023,792
PLPE,A,250,6,572,29/05/2023,791
PLPE,A,250,6,572,11/07/2023,791
PLPE,A,250,6,572,01/08/2023,791
PLPE,A,250,6,572,23/08/2023,791
PLPE,A,250,6,572,18/09/2023,791
PLPE,A,250,6,572,28/09/2023,791
PLPE,A,250,6,572,18/10/2023,791
PLPE,A,250,6,572,30/11/2023,791
PLPE,A,250,6,572,30/12/2023,791
PLPE,A,250,6,572,30/01/2024,791
PLPE,A,250,6,572,14/02/2024,791
PLPE,A,250,6,572,18/03/2024,791
PLPE,A,250,6,572,01/04/2024,791
PLPE,A,250,6,572,20/04/2024,791
PLPE,A,250,6,572,02/05/2024,791
PLPE,A,250,6,572,21/05/2024,791
PLPE,A,250,6,572,03/06/2024,791
PLPE,A,250,6,572,21/06/2024,793
PLPE,A,250,6,572,01/07/2024,793
PLPE,A,250,6,572,19/07/2024,793
PLPE,A,250,6,572,22/08/2024,793
